"Ontology","SIZE (KB)","SOV","ENR","TIP","EOG","RCH","CYC","GCI","HGCI","ESUB","DSUB","CSUB","SUPECHN","SUBECHN","SUBCCHN","SUPDCHN","DSUPECHN","DSUBECHN","DSUBCCHN","DSUPDCHN","ELCLSPRT","ELAXPRT","HLC","RHLC","IHR","IIR","ITR","IND","aNOC","mNOC","tNOC","aCID","mCID","tCID","aCOD","mCOD","tCOD","aDIT","mDIT","tDIT","aNOP","mNOP","tNOP","ENUM","ENUMP","NEG","NEGP","CONJ","CONJP","DISJ","DISJP","UF","UFP","EF","EFP","VALUE","VALUEP","SELF","SELFP","MNCAR","MNCARP","MXCAR","MXCARP","CAR","CARP","OBP","OBPP","DTP","DTPP","FUN","FUNP","SYM","SYMP","TRN","TRNP","IFUN","IFUNP","ASYM","ASYMP","REFLE","REFLEP","IRREF","IRREFP","SUBP","EQVP","DISP","INV","DOMN","RANG","CHN","CHNP","ELPROP"
"approximated_dde79c88-9924-46c0-87cd-0105b70f996c_ndaryLayer.owl_functional.owl","1205.0","5027","1.3667683473891978","1106","2.3684195354919084","0.13250061229488122","2632","131","0","0.09331597222222222","0.0","0.0","291","403","0","0","5","5","0","0","0.9644781969622734","0.9461805555555556","92","0.014341387373343726","91","0","0","1226","1.1285819250551066","63","4608","1.5601273573352927","88","6370","1.4185647807984325","9","5792","0.0","0","0","1.2706343374969384","9","5188","145","0.2680","0","0.0000","63","0.1165","0","0.0000","0","0.0000","333","0.6155","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","264","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","212","0","0","0","0","0","5","0.01893939393939394","1.0"
"approximated_483bced0-f4b7-4dda-9146-dc885622e47e_closureids.owl_functional.owl","9846.0","6037","5.947542611285785","6","3.5376446593769653","0.3","29898","6","0","0.4","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","6016","0.75","9","15","1.8","9","36","1.55","3","31","0.0","0","0","1.25","2","25","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","6","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","7","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_2c68bb2e-7ccf-4d01-bdfb-5f9007dce612_eDirection.owl_functional.owl","164.0","645","1.3731988472622478","102","2.4772791754263372","0.08502024291497975","371","32","0","0.07495429616087751","0.0","0.0","0","0","0","0","0","0","0","0","0.9918864097363083","0.9926873857404022","0","0.0","1","0","0","103","1.1072874493927125","22","547","1.3927125506072875","36","688","1.2894736842105263","4","637","0.0","0","0","1.2044534412955465","4","595","4","0.0952","0","0.0000","0","0.0000","0","0.0000","0","0.0000","38","0.9048","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","97","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","70","0","0","0","0","0","7","0.07216494845360824","1.0"
"approximated_a9a11f8b-fab9-4901-99b0-9d9570eacf34_ctryflat.owl_functional.owl","749.0","2963","1.8872155287817938","30","1.592338826784677","0.2777777777777778","2655","21","0","0.2808988764044944","0.0","0.0","0","0","0","0","0","0","0","0","0.9887640449438202","0.9887640449438202","0","0.0","6","0","0","2867","0.9888888888888889","12","89","33.9","1265","3051","1.6","4","144","0.0","0","0","1.3222222222222222","3","119","1","0.0400","0","0.0000","0","0.0000","0","0.0000","0","0.0000","24","0.9600","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","31","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","13","0","0","0","0","0","0","0.0","1.0"
"approximated_kb-owl-syntax-unraveled-depth-4-km-relevant-cardinalities-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl","2774.0","7317","2.1666666666666665","9235","3.051646806551701","0.31486443039331263","12132","219","0","0.5556480532786885","0.0","0.0","7648","11304","0","0","28","28","0","0","1.0","1.0","848","0.05185909980430528","146","0","0","634","1.6735612474547208","197","15616","2.064944807630479","219","19268","2.3044689743864537","36","21503","0.0","0","0","1.9896045439931411","36","18565","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","2938","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","307","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","22","0","0","0","0","0","17","0.05537459283387622","1.0"
"efd20f6c-bf75-4329-ae3d-46719338ee19__v2.0_Lite.rdf_functional.owl","371.0","1974","1.3824721377912867","0","1.5903055149256884","0.0","755","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","731","0.5","3","6","63.833333333333336","646","766","0.9166666666666666","1","11","0.0","0","0","0.9166666666666666","1","11","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","15","0.6818","7","0.3182","0","0.0000","0","0.0000","1","0.0455","0","0.0000","0","0.0000","0","0.0000","0","0.0000","4","0","0","0","16","13","0","0.0","1.0"
"approximated_kb-owl-syntax-unraveled-depth-3-km-relevant-cardinalities-triggers-constant-classes-value-nominals.ofn_functional.owl","2917.0","7183","2.277854195323246","10097","3.140657732024512","0.3193304190212176","13178","0","0","0.5791039339485187","0.0","0.0","8419","11873","0","0","34","34","0","0","1.0","1.0","0","0.0","0","0","0","634","1.7562639940292142","221","16472","2.15172193197569","221","20181","2.395777801471372","36","22470","0.0","0","0","2.0764473824501546","36","19475","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","2995","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","165","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_16bd1f75-b06c-4074-a1ae-88cb68e0eb21_opRotation.owl_functional.owl","1251.0","5035","1.4067978533094811","1117","2.4300319301053714","0.13398294762484775","2864","127","0","0.09445762346344619","0.0","0.0","291","403","0","0","5","5","0","0","0.9634502923976608","0.9450075479836101","97","0.01458865994886449","95","0","0","1226","1.1295980511571255","63","4637","1.5598051157125457","88","6403","1.4211936662606577","9","5834","0.0","0","0","1.271863580998782","9","5221","150","0.2727","0","0.0000","63","0.1145","0","0.0000","0","0.0000","337","0.6127","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","259","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","212","0","0","0","0","0","5","0.019305019305019305","1.0"
"approximated_0f0a5409-74e0-4f07-9d10-876b2ba14320_Biological.owl_functional.owl","1131.0","4608","1.3904390243902438","907","2.395274430242796","0.14522111269614835","2533","122","0","0.09930537689735014","0.0","0.0","261","345","0","0","3","3","0","0","0.9611872146118722","0.9444301517880114","143","0.0237778516794147","238","0","0","1152","1.1089871611982882","57","3887","1.5763195435092725","89","5525","1.4199714693295293","9","4977","0.0","0","0","1.2584878744650498","9","4411","136","0.2672","0","0.0000","57","0.1120","0","0.0000","0","0.0000","316","0.6208","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","468","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","413","0","0","0","0","0","8","0.017094017094017096","1.0"
"approximated_a85eb64c-63bc-4097-ab8c-2f0e32237aa7_astroPlanet.owl_functional.owl","569.0","2188","1.4470780547609317","629","2.5171960166942315","0.11886792452830189","1648","107","0","0.064464141821112","0.0","0.0","12","22","0","0","3","3","0","0","0.9716847569608306","0.9669621273166801","6","0.002031832035218422","6","0","0","150","1.170754716981132","63","2482","1.3641509433962264","63","2892","1.444811320754717","11","3063","0.0","0","0","1.2962264150943397","11","2748","60","0.2381","0","0.0000","63","0.2500","0","0.0000","0","0.0000","129","0.5119","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","177","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","135","0","0","0","0","0","7","0.03954802259887006","1.0"
"approximated_e832f5d2-5523-486a-ba06-ea4b1726d2a9_toplankton.owl_functional.owl","103.0","627","1.0125786163522013","9","0.2650421423678934","0.391304347826087","8","9","0","0.5294117647058824","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","604","0.7391304347826086","4","17","27.391304347826086","583","630","1.7391304347826086","3","40","0.0","0","0","1.3478260869565217","2","31","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","9","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","9","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_8170869f-e4be-46f0-9415-205a7c9b8d21_atmoWave.owl_functional.owl","874.0","3475","1.3773038441284886","891","2.4465757241807675","0.0914616497829233","2183","123","0","0.05453187250996016","0.0","0.0","423","475","0","0","3","3","0","0","0.980023161551824","0.9748505976095617","25","0.005555555555555556","24","0","0","156","1.1623733719247467","79","4016","1.3033285094066571","79","4503","1.3719247467438496","11","4740","0.0","0","0","1.2575976845151953","11","4345","69","0.2184","0","0.0000","79","0.2500","0","0.0000","0","0.0000","168","0.5316","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","187","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","138","0","0","0","0","0","7","0.0374331550802139","1.0"
"approximated_ad69ccc0-cf20-449f-bc3c-804e1a865a75_cipitation.owl_functional.owl","1135.0","4621","1.3916504854368932","919","2.3980693005200058","0.14813761728746092","2549","134","0","0.10207745575788664","0.0","0.0","261","345","0","0","3","3","0","0","0.9613196814562003","0.9446011797896897","143","0.02371082739180899","241","0","0","1152","1.1086152971282344","57","3899","1.577765140744953","89","5549","1.4253625248791584","9","5013","0.0","0","0","1.261017912994029","9","4435","136","0.2610","0","0.0000","57","0.1094","0","0.0000","0","0.0000","328","0.6296","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","481","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","413","0","0","0","0","0","8","0.016632016632016633","1.0"
"approximated_00526.owl_functional.owl","261.0","1008","1.3731601731601732","205","2.288042320157608","0.3828125","439","18","0","0.4132420091324201","0.0","0.0","132","210","0","0","6","6","0","0","0.9895561357702349","0.9817351598173516","0","0.0","0","0","0","681","1.140625","31","438","3.4505208333333335","59","1325","1.9140625","8","735","0.0","0","0","1.53125","8","588","4","0.0272","0","0.0000","0","0.0000","0","0.0000","0","0.0000","143","0.9728","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","90","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"e5f51622-31dc-4cda-8079-b502440739c0_onto.rdf_functional.owl","25.0","163","0.950920245398773","0","1.5364098904006354","0.0","0","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","56","0.7878787878787878","7","26","2.4545454545454546","31","81","0.9696969696969697","1","32","0.0","0","0","0.9696969696969697","1","32","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","6","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_463e72d0-c575-404a-8554-cecc1c9c30a2_stateRole.owl_functional.owl","1174.0","4607","1.4309435436608713","913","2.462239674711706","0.14379457917261054","2732","132","0","0.10005130836326322","0.0","0.0","236","316","0","0","5","5","0","0","0.963755707762557","0.9468958440225757","146","0.023465123754419802","448","0","0","1135","1.1121255349500714","58","3898","1.576034236804565","89","5524","1.4205420827389443","9","4979","0.0","0","0","1.2601997146932953","9","4417","127","0.2520","0","0.0000","58","0.1151","0","0.0000","0","0.0000","319","0.6329","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","479","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","407","0","0","0","0","0","8","0.016701461377870562","1.0"
"42b54620-6ea6-4751-9938-5c4090770371_ifiedBases.owl_functional.owl","64.0","208","1.6761904761904762","1","1.6787162139929368","0.0392156862745098","142","0","1","0.02127659574468085","0.0","0.0","0","0","0","0","0","0","0","0","1.0","0.96","1","0.002890173410404624","2","0","0","156","0.9215686274509803","14","47","4.1568627450980395","120","212","1.0980392156862746","4","56","0.0","0","0","1.0","2","51","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","2","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","3","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","1","0","0","0","2","2","0","0.0","1.0"
"approximated_9679d45d-f311-4a74-af89-abcb26f32d21_NIFOrganism.owl_functional.owl","280.0","1060","2.934024505183789","5","2.4050171688525","0.00125","2054","0","0","0.0037688442211055275","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","260","0.995","18","796","1.32125","53","1057","1.00625","2","805","0.0","0","0","1.005","2","804","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","1","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","1","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_bc3ffb56-bdc7-4d18-b305-018c39bb1b70_tegoryMetadata_functional.owl","32.0","140","1.4817073170731707","24","1.46282218316134","0.6666666666666666","81","24","0","0.8275862068965517","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","18","0","0","98","0.8055555555555556","18","29","4.083333333333333","45","147","2.388888888888889","4","86","0.0","0","0","1.6388888888888888","2","59","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","24","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","30","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","19","0","0","0","0","0","0","0.0","1.0"
"2d09369e-392a-4ef2-a7c9-28334cbdc6f8_ddex.owl_functional.owl","320.0","1634","1.0991432068543452","163","1.66947354019252","0.0","162","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","772","1.0846867749419953","108","935","1.980278422273782","108","1707","1.1879350348027842","52","1024","0.0","0","0","1.1879350348027842","52","1024","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_08c8ded8-4aee-4c7a-9e81-5bdc43e570f3_BioMesh.owl_functional.owl","1687.0","9080","1.038650507697347","125","1.251930659417626","0.008901408450704225","356","79","0","0.008875407257611505","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","190","1.0029295774647888","862","8901","1.0332394366197184","862","9170","1.0228732394366198","3","9078","0.0","0","0","1.0139718309859156","3","8999","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","79","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","94","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_e35b3542-7a59-4ca0-9e1d-b6551f86036b_Countries.owl_functional.owl","159.0","519","1.5746268656716418","22","0.9527572160066912","0.5862068965517241","320","17","0","0.7419354838709677","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","485","1.0689655172413792","13","31","18.379310344827587","247","533","2.310344827586207","3","67","0.0","0","0","1.7241379310344827","2","50","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","17","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","22","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_a560eb63-c14a-43b2-bc38-faa0b69ade7b_SUMO.owl_functional.owl","8662.0","18155","1.103841059602649","1441","1.1900945409428225","0.1341878630082115","1984","670","0","0.09613703897919944","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","13272","1.1458041257760865","120","5721","3.8527939114760663","9223","19237","1.4684558381734427","5","7332","0.0","0","0","1.28840376527138","5","6433","0","0.0000","0","0.0000","120","0.1791","0","0.0000","0","0.0000","550","0.8209","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","610","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","50","0","0","0","0","0","50","0.08196721311475409","1.0"
"approximated_58e89d1e-8324-4291-a160-2d09cde67b1b_F_GrossAnatomy_functional.owl","1466.0","4215","1.8422018348623854","2251","2.5992433345897457","0.2309156672377689","4624","631","0","0.2296673563584275","0.0","0.0","1069","1491","0","0","19","19","0","0","1.0","1.0","195","0.030265404314760203","200","0","0","102","1.196078431372549","949","6283","1.5613934894346089","949","8202","1.7742242528079193","38","9320","0.0","0","0","1.428326670474015","38","7503","0","0.0000","0","0.0000","604","0.4979","0","0.0000","0","0.0000","609","0.5021","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","95","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","49","0","0","0","0","0","22","0.23157894736842105","1.0"
