ontFilename;#Axioms;#LogicalAxioms;#TBoxAxioms;#ABoxAxioms;Ratio
/home/ktgroup/Desktop/isa/Datasets/356/approximated_DPC2.owl_functional.owl_1_8171_65498.owl;107065;65524;26.0;65498;2519.153846153846
/home/ktgroup/Desktop/isa/Datasets/356/approximated_d7cca021-c673-4a84-9e7c-b1c508a453d8_financial.owl_functional.owl_1_6488_45731.owl;63582;45794;63.0;45731;725.8888888888889
/home/ktgroup/Desktop/isa/Datasets/356/approximated_4fe641af-4c48-4833-a5a3-c86cdb56a5a4_ogy_v2.2.1.rdf_functional.owl_1_121_262.owl;585;300;27.0;262;9.703703703703704
/home/ktgroup/Desktop/isa/Datasets/356/approximated_040bd77e-2602-4319-91b5-9e7f38e9717c_3_20124919.owl_functional.owl_1_199_9330.owl;15823;11084;1507.0;9330;6.191108161911082
/home/ktgroup/Desktop/isa/Datasets/356/approximated_00198.owl_functional.owl_1_7_65.owl;146;71;6.0;65;10.833333333333334
/home/ktgroup/Desktop/isa/Datasets/356/approximated_01a277b7-b086-4048-86c3-fea10ddfaf25_esc.owl_functional.owl_1_12_1080.owl;1784;1292;198.0;1080;5.454545454545454
/home/ktgroup/Desktop/isa/Datasets/356/approximated_f6ebc09d-97f3-4343-9503-ddc45ba1b185_index.php_functional.owl_1_5_178.owl;394;226;29.0;178;6.137931034482759
/home/ktgroup/Desktop/isa/Datasets/356/approximated_45e89063-b842-464b-acd8-84909bb7d7fd_icusmerged.owl_functional.owl_1_16365_45404.owl;97494;48068;2534.0;45404;17.917916337805842
/home/ktgroup/Desktop/isa/Datasets/356/approximated_f09c2121-b962-4e52-ab8f-2d59ae286bd1_FN1.43.owl_functional.owl_1_29_670.owl;1486;780;105.0;670;6.380952380952381
/home/ktgroup/Desktop/isa/Datasets/356/approximated_c94dceec-e4b2-444a-a2ca-af0cddd0391f_ed_vehicle.owl_functional.owl_1_37_1726.owl;2894;2033;307.0;1726;5.62214983713355
/home/ktgroup/Desktop/isa/Datasets/356/approximated_4dcce784-b7c8-4820-b3d4-a5880a85fba6_19115codes.owl_functional.owl_1_9_170.owl;399;199;29.0;170;5.862068965517241
/home/ktgroup/Desktop/isa/Datasets/356/approximated_bcfe7bab-1eff-46af-8bde-76916ee9e109_pingChiang.owl_functional.owl_1_6_605.owl;998;723;112.0;605;5.401785714285714
/home/ktgroup/Desktop/isa/Datasets/356/00147.owl_functional.owl_1_9_20.owl;53;23;3.0;20;6.666666666666667
/home/ktgroup/Desktop/isa/Datasets/356/approximated_290f46e1-bb70-439a-9a77-8f50f2a98b46_pulsbridge.owl_functional.owl_1_259_13356.owl;26414;15716;2360.0;13356;5.659322033898305
/home/ktgroup/Desktop/isa/Datasets/356/approximated_4a32ee05-e47b-49d9-8bf8-4e71b31fd8fc_ter.rdfxml.owl_functional.owl_1_18_262.owl;423;285;23.0;262;11.391304347826088
/home/ktgroup/Desktop/isa/Datasets/356/approximated_fc3b7caf-04e4-4f13-9fe0-b8a8dd3a7241_itical.rdf.owl_functional.owl_1_90_705.owl;1245;738;33.0;705;21.363636363636363
/home/ktgroup/Desktop/isa/Datasets/356/approximated_0eeff220-b6f6-4675-86ae-a648b1ffd9fa_Categories.owl_functional.owl_1_58_476.owl;863;506;24.0;476;19.833333333333332
/home/ktgroup/Desktop/isa/Datasets/356/5919d425-0843-405a-80cf-9b748367ed16_Company.owl_functional.owl_1_4_113.owl;237;142;22.0;113;5.136363636363637
/home/ktgroup/Desktop/isa/Datasets/356/353994c8-f9ad-4571-9d40-542a61426246__documentation_functional.owl_1_238_957.owl;1883;1024;48.0;957;19.9375
/home/ktgroup/Desktop/isa/Datasets/356/approximated_5b9ab6a8-6614-4d8c-a56d-1bddb13ae30f_ombemerged.owl_functional.owl_1_2914_15588.owl;38582;18252;2534.0;15588;6.151539068666141
/home/ktgroup/Desktop/isa/Datasets/356/approximated_44437125-b1be-49c0-9ac5-5c399095efbd_Hotel2.owl_functional.owl_1_12_481.owl;748;573;91.0;481;5.285714285714286
/home/ktgroup/Desktop/isa/Datasets/356/5919d425-0843-405a-80cf-9b748367ed16_Company.owl_functional.owl_1_4_145.owl;276;174;22.0;145;6.590909090909091
/home/ktgroup/Desktop/isa/Datasets/356/approximated_01af339b-32bc-423c-ad1f-1bbc5b3ba3da_ogy_v3.0.1.rdf_functional.owl;1451;1411;28.0;1369;48.892857142857146
/home/ktgroup/Desktop/isa/Datasets/356/approximated_16929795-918e-4eb0-81bb-c37ef06c372c_location.owl_functional.owl_1_2699_24435.owl;33508;24462;27.0;24435;905.0
/home/ktgroup/Desktop/isa/Datasets/356/approximated_fc3b7caf-04e4-4f13-9fe0-b8a8dd3a7241_itical.rdf.owl_functional.owl_1_90_885.owl;1437;918;33.0;885;26.818181818181817
/home/ktgroup/Desktop/isa/Datasets/356/approximated_5da8b418-594a-4c3d-ba17-02fc8e72d100_DP1.66.owl_functional.owl_1_129_1199.owl;2328;1209;6.0;1199;199.83333333333334
/home/ktgroup/Desktop/isa/Datasets/356/approximated_4dcce784-b7c8-4820-b3d4-a5880a85fba6_19115codes.owl_functional.owl_1_9_152.owl;363;181;29.0;152;5.241379310344827
/home/ktgroup/Desktop/isa/Datasets/356/approximated_44c070f6-9795-4cd1-94fd-74d061816277_properties.owl_functional.owl_1_6_86.owl;205;96;10.0;86;8.6
/home/ktgroup/Desktop/isa/Datasets/356/approximated_5cc5f64b-eb27-4be2-b1bc-981f25f25208_Visiting.owl_functional.owl_1_38_1597.owl;2637;1944;266.0;1597;6.003759398496241
/home/ktgroup/Desktop/isa/Datasets/356/c669669d-7a04-410c-9474-1f6e46230556_BioLinks.owl_functional.owl_1_179_1734.owl;2938;1829;95.0;1734;18.25263157894737
/home/ktgroup/Desktop/isa/Datasets/356/337a232d-3f4f-470a-ada1-aec74f13a61f_oryRdfProperty_functional.owl_1_21_241.owl;622;294;34.0;241;7.088235294117647
/home/ktgroup/Desktop/isa/Datasets/356/71278021-2b7a-406d-9486-73f0367f4517_ha_1_final.rdf_functional.owl;1124;1115;6.0;1109;184.83333333333334
/home/ktgroup/Desktop/isa/Datasets/356/d7407975-0184-4c08-bc4c-2635f72a970d_ffective_pages_functional.owl_1_231_186.owl;506;241;36.0;186;5.166666666666667
/home/ktgroup/Desktop/isa/Datasets/356/approximated_9c44339e-f0bf-4e88-9860-618ee51262e7_Cerveau.owl_functional.owl_1_206_975.owl;1651;1095;71.0;975;13.732394366197184
/home/ktgroup/Desktop/isa/Datasets/356/approximated_00708.owl_functional.owl_1_658_3729.owl;5959;3952;219.0;3729;17.027397260273972
/home/ktgroup/Desktop/isa/Datasets/356/approximated_3dd944dd-c768-4b48-b583-4f85866e1a6b_gansmerged.owl_functional.owl_1_24375_183302.owl;317533;185966;2534.0;183302;72.33701657458563
/home/ktgroup/Desktop/isa/Datasets/356/approximated_b2cd94ea-1119-4fff-b999-893be5729043_FN1.51.owl_functional.owl_1_29_655.owl;1467;766;106.0;655;6.179245283018868
/home/ktgroup/Desktop/isa/Datasets/356/approximated_14871cac-cf5a-4afd-9f40-9f095253b688_esg.owl_functional.owl_1_397_2002.owl;4064;2087;82.0;2002;24.414634146341463
/home/ktgroup/Desktop/isa/Datasets/356/d7407975-0184-4c08-bc4c-2635f72a970d_ffective_pages_functional.owl_1_231_1341.owl;2378;1396;36.0;1341;37.25
/home/ktgroup/Desktop/isa/Datasets/356/approximated_6e2c429f-1b46-448b-8bc8-8b26bcb3f5d1_nCrosswalk.owl_functional.owl_1_3_148.owl;354;181;29.0;148;5.103448275862069
/home/ktgroup/Desktop/isa/Datasets/356/approximated_45e89063-b842-464b-acd8-84909bb7d7fd_icusmerged.owl_functional.owl_1_16365_29039.owl;68734;31703;2534.0;29039;11.459747434885557
/home/ktgroup/Desktop/isa/Datasets/356/approximated_df241ef5-d0de-48a9-b45e-a1cf70dfcfca_promoters1.rdf_functional.owl_1_176_3250.owl;4902;3652;402.0;3250;8.08457711442786
/home/ktgroup/Desktop/isa/Datasets/356/43186c17-6f69-4d5b-86a7-f1b56b7cd706_isOntology.owl_functional.owl_1_47_240.owl;426;249;9.0;240;26.666666666666668
/home/ktgroup/Desktop/isa/Datasets/356/1dd81ef3-1e3e-4b2f-9bd0-230123497968_atOntology.owl_functional.owl_1_286_2438.owl;3508;2468;30.0;2438;81.26666666666667
/home/ktgroup/Desktop/isa/Datasets/356/approximated_0805c492-a3fa-41e6-b667-9968da4d9e3f_iridlcfds.owl_functional.owl_1_66_1190.owl;2529;1426;223.0;1190;5.336322869955157
/home/ktgroup/Desktop/isa/Datasets/356/approximated_8ce4cf5f-638d-45c6-9b00-07897685b1ea_FN1.41.owl_functional.owl_1_27_658.owl;1461;766;103.0;658;6.388349514563107
/home/ktgroup/Desktop/isa/Datasets/356/e6f5eade-7f0e-4258-b785-752a73da6f8d_ialairport.owl_functional.owl_1_486_4429.owl;5191;4440;11.0;4429;402.6363636363636
/home/ktgroup/Desktop/isa/Datasets/356/approximated_2d6d6c2f-ad4c-468e-8094-2cf5cd6f681b_WNDefs.owl_functional.owl_1_427_1893.owl;3862;1929;36.0;1893;52.583333333333336
/home/ktgroup/Desktop/isa/Datasets/356/approximated_9121f541-8565-4262-9626-9b36228e2c42_semantics.owl_functional.owl_1_45_1336.owl;2362;1617;230.0;1336;5.808695652173913
/home/ktgroup/Desktop/isa/Datasets/356/approximated_adcb2ff8-0271-42aa-a4a6-92d7ead1a2f6_annotations.owl_functional.owl_1_12_998.owl;1725;1246;184.0;998;5.423913043478261
/home/ktgroup/Desktop/isa/Datasets/356/approximated_77350562-dd03-4630-b4af-37b1b2e88463_Manifest.rdf_functional.owl_1_84_64.owl;162;77;12.0;64;5.333333333333333
/home/ktgroup/Desktop/isa/Datasets/356/approximated_6889341f-923d-4952-8f99-169cd957a495_RAMrdf.owl_functional.owl_1_220_403.owl;898;438;35.0;403;11.514285714285714
/home/ktgroup/Desktop/isa/Datasets/356/6dc86090-12ad-480e-9e13-eb603c38694d_ology_v2.1.rdf_functional.owl_1_252_1937.owl;2684;1975;33.0;1937;58.696969696969695
/home/ktgroup/Desktop/isa/Datasets/356/approximated_4e08adae-44a8-4a80-a544-810504168c16_space.owl_functional.owl_1_64_467.owl;794;504;28.0;467;16.678571428571427
/home/ktgroup/Desktop/isa/Datasets/356/approximated_58454d3b-5616-4c00-9752-eb280af7fbf5_a_slovakia.owl_functional.owl_1_2713_19126.owl;27989;19153;27.0;19126;708.3703703703703
/home/ktgroup/Desktop/isa/Datasets/356/approximated_28ea7fd1-7cff-4f80-b556-1dcab943bc86_CategoryEvent_functional.owl_1_16_247.owl;530;295;29.0;247;8.517241379310345
/home/ktgroup/Desktop/isa/Datasets/356/approximated_bf02bcd2-a1d7-4461-b3a3-45a0d6c704af_pingdb2owl.owl_functional.owl_1_6_605.owl;993;723;112.0;605;5.401785714285714
/home/ktgroup/Desktop/isa/Datasets/356/approximated_2df59b00-e3d7-4b16-bce9-694e7bcf0899_myspace.owl_functional.owl_1_116_813.owl;1585;898;68.0;813;11.955882352941176
/home/ktgroup/Desktop/isa/Datasets/356/approximated_7c82e7e7-6276-4d11-8465-2a923fa59c68_ology_v3.1.rdf_functional.owl_1_121_665.owl;1273;716;36.0;665;18.47222222222222
/home/ktgroup/Desktop/isa/Datasets/356/approximated_9b333982-6740-4235-8b60-9c6c28124e42_crimeXY.owl_functional.owl_1_34_965.owl;1889;1248;185.0;965;5.216216216216216
/home/ktgroup/Desktop/isa/Datasets/356/approximated_7d5dc985-6d23-4a29-83e6-623123780bcb_FN1.17.rdf_functional.owl_1_35_547.owl;1179;608;60.0;547;9.116666666666667
/home/ktgroup/Desktop/isa/Datasets/356/approximated_4fe641af-4c48-4833-a5a3-c86cdb56a5a4_ogy_v2.2.1.rdf_functional.owl_1_121_504.owl;993;542;27.0;504;18.666666666666668
/home/ktgroup/Desktop/isa/Datasets/356/43186c17-6f69-4d5b-86a7-f1b56b7cd706_isOntology.owl_functional.owl_1_47_99.owl;209;108;9.0;99;11.0
/home/ktgroup/Desktop/isa/Datasets/356/approximated_040bd77e-2602-4319-91b5-9e7f38e9717c_3_20124919.owl_functional.owl;12995;11283;1507.0;9529;6.323158593231586
/home/ktgroup/Desktop/isa/Datasets/356/approximated_8b5204a4-bc77-4f1e-962f-3b53269adda5_FN1.42.owl_functional.owl;1028;914;103.0;806;7.825242718446602
/home/ktgroup/Desktop/isa/Datasets/356/c7581bf0-b6e9-4f6e-b168-59de9461d0ab_onto.rdf_functional.owl_1_1_114.owl;225;136;22.0;114;5.181818181818182
/home/ktgroup/Desktop/isa/Datasets/356/541cbf98-8b6f-46d3-b744-be7cc242dfcf_riePublikation_functional.owl_1_5_267.owl;588;333;47.0;267;5.680851063829787
/home/ktgroup/Desktop/isa/Datasets/356/approximated_4c284651-c63f-4cc5-9ac2-eb8dc4655a80_FN1.16.rdf_functional.owl_1_36_321.owl;744;377;56.0;321;5.732142857142857
/home/ktgroup/Desktop/isa/Datasets/356/approximated_1a383940-f47b-41f2-b035-0c4e9998e9eb_units.owl_functional.owl_1_12_132.owl;255;152;20.0;132;6.6
/home/ktgroup/Desktop/isa/Datasets/356/approximated_2d6d6c2f-ad4c-468e-8094-2cf5cd6f681b_WNDefs.owl_functional.owl_1_427_185.owl;446;221;36.0;185;5.138888888888889
