"Ontology","SIZE (KB)","SOV","ENR","TIP","EOG","RCH","CYC","GCI","HGCI","ESUB","DSUB","CSUB","SUPECHN","SUBECHN","SUBCCHN","SUPDCHN","DSUPECHN","DSUBECHN","DSUBCCHN","DSUPDCHN","ELCLSPRT","ELAXPRT","HLC","RHLC","IHR","IIR","ITR","IND","aNOC","mNOC","tNOC","aCID","mCID","tCID","aCOD","mCOD","tCOD","aDIT","mDIT","tDIT","aNOP","mNOP","tNOP","ENUM","ENUMP","NEG","NEGP","CONJ","CONJP","DISJ","DISJP","UF","UFP","EF","EFP","VALUE","VALUEP","SELF","SELFP","MNCAR","MNCARP","MXCAR","MXCARP","CAR","CARP","OBP","OBPP","DTP","DTPP","FUN","FUNP","SYM","SYMP","TRN","TRNP","IFUN","IFUNP","ASYM","ASYMP","REFLE","REFLEP","IRREF","IRREFP","SUBP","EQVP","DISP","INV","DOMN","RANG","CHN","CHNP","ELPROP"
"approximated_f48c03dc-0ce0-44e3-a137-efb086711675_properties.owl_functional.owl_1_2_92.owl","63.0","127","4.4222222222222225","7","3.6633227349368713","0.2608695652173913","464","6","0","0.3888888888888889","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","98","0.782608695652174","10","18","4.695652173913044","14","108","1.5217391304347827","3","35","0.0","0","0","1.2608695652173914","2","29","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","6","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","14","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","7","0","0","0","0","0","2","0.14285714285714285","1.0"
"e5a89a48-7c48-48ab-8e64-bfdfb3e62e8b_tegorySMW_site_functional.owl_1_24_392.owl","91.0","258","1.751937984496124","0","1.9837128422823822","0.0","194","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","207","0.4166666666666667","2","5","19.0","97","228","1.25","5","15","0.0","0","0","0.9166666666666666","1","11","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","13","0.4483","16","0.5517","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","19","0","0","0","24","6","0","0.0","1.0"
"approximated_5da8b418-594a-4c3d-ba17-02fc8e72d100_DP1.66.owl_functional.owl","146.0","1208","1.1630794701986755","0","1.2401968410392301","0.0","197","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","1127","0.08108108108108109","2","6","18.027027027027028","205","1334","1.0405405405405406","2","77","0.0","0","0","0.9864864864864865","1","73","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","7","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","4","0","0","0","0","0","0","0.0","1.0"
"42b54620-6ea6-4751-9938-5c4090770371_ifiedBases.owl_functional.owl_1_2_285.owl","80.0","207","1.6555023923444976","1","1.7254403808875622","0.0392156862745098","137","0","1","0.02127659574468085","0.0","0.0","0","0","0","0","0","0","0","0","1.0","0.96","1","0.0029411764705882353","2","0","0","155","0.9215686274509803","14","47","4.117647058823529","119","210","1.0980392156862746","4","56","0.0","0","0","1.0","2","51","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","2","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","3","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","1","0","0","0","2","2","0","0.0","1.0"
"5853f952-6e48-489d-b379-41d059f14f83_difications.n3_functional.owl_1_121_1225.owl","243.0","496","2.572564612326044","6","2.9827077104054918","0.17073170731707318","791","0","1","0.17647058823529413","0.0","0.0","14","18","0","0","3","3","0","0","1.0","0.9722222222222222","0","0.0","0","0","0","452","0.8292682926829268","12","34","10.585365853658537","109","434","1.3414634146341464","4","55","0.0","0","0","1.1219512195121952","4","46","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","7","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","7","0.7778","2","0.2222","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","5","9","0","0.0","1.0"
"96ea97d4-1aa6-40c8-be57-272051b9db05_onto.rdf_functional.owl_1_1_117.owl","32.0","153","0.9477124183006536","0","1.4587800718478925","0.0","0","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","56","0.7586206896551724","17","22","2.6551724137931036","31","77","0.9655172413793104","1","28","0.0","0","0","0.9655172413793104","1","28","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","5","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_483bced0-f4b7-4dda-9146-dc885622e47e_closureids.owl_functional.owl","9846.0","6037","5.947542611285785","6","3.5376446593769653","0.3","29898","6","0","0.4","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","6016","0.75","9","15","1.8","9","36","1.55","3","31","0.0","0","0","1.25","2","25","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","6","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","7","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_6889341f-923d-4952-8f99-169cd957a495_RAMrdf.owl_functional.owl_1_220_1943.owl","306.0","902","2.1943231441048034","14","2.5941533115445723","0.35","1094","13","0","0.4","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","863","0.875","21","35","18.925","338","757","1.675","3","67","0.0","0","0","1.325","2","53","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","14","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","13","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"c669669d-7a04-410c-9474-1f6e46230556_BioLinks.owl_functional.owl_1_179_660.owl","194.0","609","1.2413793103448276","6","1.8676736499360664","0.0","147","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","518","1.043956043956044","19","95","8.296703296703297","38","755","1.054945054945055","2","96","0.0","0","0","1.054945054945055","2","96","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"636b2d5e-c136-4af2-84d6-f0ccabe86bd2_EbGdrcN5Y29ycA_functional.owl_1_6_76.owl","28.0","86","1.058139534883721","2","0.7309065032963133","0.0","5","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","71","0.6428571428571429","6","9","5.928571428571429","74","83","1.4285714285714286","8","20","0.0","0","0","1.0714285714285714","3","15","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","1","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_a9a11f8b-fab9-4901-99b0-9d9570eacf34_ctryflat.owl_functional.owl","749.0","2963","1.8872155287817938","30","1.592338826784677","0.2777777777777778","2655","21","0","0.2808988764044944","0.0","0.0","0","0","0","0","0","0","0","0","0.9887640449438202","0.9887640449438202","0","0.0","6","0","0","2867","0.9888888888888889","12","89","33.9","1265","3051","1.6","4","144","0.0","0","0","1.3222222222222222","3","119","1","0.0400","0","0.0000","0","0.0000","0","0.0000","0","0.0000","24","0.9600","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","31","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","13","0","0","0","0","0","0","0.0","1.0"
"approximated_483bced0-f4b7-4dda-9146-dc885622e47e_closureids.owl_functional.owl_1_3583_28744.owl","4906.0","6037","4.761707761045838","6","3.7348436260840416","0.3","22732","6","0","0.4","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","6016","0.75","9","15","1.65","9","33","1.55","3","31","0.0","0","0","1.25","2","25","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","6","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","7","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"efd20f6c-bf75-4329-ae3d-46719338ee19__v2.0_Lite.rdf_functional.owl","371.0","1974","1.3824721377912867","0","1.5903055149256884","0.0","755","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","731","0.5","3","6","63.833333333333336","646","766","0.9166666666666666","1","11","0.0","0","0","0.9166666666666666","1","11","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","15","0.6818","7","0.3182","0","0.0000","0","0.0000","1","0.0455","0","0.0000","0","0.0000","0","0.0000","0","0.0000","4","0","0","0","16","13","0","0.0","1.0"
"approximated_c9cd7334-1c49-4909-8c82-c8f9727064c5_icrosswalk.owl_functional.owl_1_1_146.owl","62.0","167","1.175531914893617","17","1.5900793898587462","0.5454545454545454","35","16","0","0.6428571428571429","0.0","0.0","0","0","0","0","0","0","0","0","0.96875","0.9642857142857143","0","0.0","0","0","0","134","0.8484848484848485","8","28","5.0606060606060606","120","167","2.0303030303030303","3","67","0.0","0","0","1.4848484848484849","2","49","1","0.0556","0","0.0000","0","0.0000","0","0.0000","0","0.0000","17","0.9444","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","21","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","4","0","0","0","0","0","4","0.19047619047619047","1.0"
"approximated_b4884d02-8b09-4c5c-928b-4712d54dd237_newsiso8851.owl_functional.owl_1_43_987.owl","269.0","458","2.5339285714285715","101","3.3607292086408815","0.5705882352941176","867","96","0","0.5672514619883041","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","121","0","0","273","1.0058823529411764","23","171","2.847058823529412","96","484","2.1588235294117646","3","367","0.0","0","0","1.588235294117647","2","270","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","97","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","117","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","60","0","0","0","0","0","5","0.042735042735042736","1.0"
"approximated_07e27833-0331-44b7-ade8-e93de5c1ee2b_computers.owl_functional.owl_1_506_3448.owl","2316.0","3541","1.0120078190449595","41","0.19541742234737072","0.43478260869565216","43","40","0","0.4878048780487805","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","4","0","0","3448","0.8913043478260869","20","82","38.80434782608695","579","3570","1.8695652173913044","3","172","0.0","0","0","1.434782608695652","2","132","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","40","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","41","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","4","0","0","0","0","0","0","0.0","1.0"
"00143.owl_functional.owl_1_23_932.owl","285.0","731","1.5677154582763337","3","1.9804087209588863","0.0","415","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","15","0","0","580","0.6385542168674698","5","53","11.891566265060241","173","987","1.0481927710843373","2","87","0.0","0","0","1.0240963855421688","2","85","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","68","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","15","0","0","0","56","58","0","0.0","1.0"
"approximated_ab8734cc-3503-4967-8af0-7feda2265c1f_question.owl_functional.owl_1_116_1197.owl","359.0","1264","1.014029618082619","19","0.2314621689681519","0.2835820895522388","18","19","0","0.3584905660377358","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","1197","0.7910447761194029","13","53","18.940298507462686","900","1269","1.5522388059701493","3","104","0.0","0","0","1.2686567164179106","2","85","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","19","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","19","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_fbe45489-fdb8-4e39-8e37-c91436798253_DP1.24.owl_functional.owl_1_74_92.owl","31.0","146","0.9863013698630136","0","1.3219605930651985","0.0","0","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","92","0.057692307692307696","2","3","1.8269230769230769","14","95","0.9807692307692307","1","51","0.0","0","0","0.9807692307692307","1","51","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","2","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","1","0","0","0","0","0","0","0.0","1.0"
"1e91ca85-e1e5-4dd9-9bf8-5ec9b2c95223_cheeses0.1.ttl_functional.owl_1_111_686.owl","166.0","630","1.1142857142857143","0","1.2550986795335966","0.0","72","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","613","0.17647058823529413","3","3","31.941176470588236","173","543","1.2352941176470589","4","21","0.0","0","0","0.9411764705882353","1","16","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_81b5b937-87af-4fda-8819-ad33ca776308_pulsall.owl_functional.owl_1_274_12748.owl","3273.0","10633","1.4197310260509735","4","1.388082790735217","0.0","4463","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","8286","0.9931769722814499","948","2329","4.137313432835821","2678","9702","1.001279317697228","2","2348","0.0","0","0","1.001279317697228","2","2348","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","2","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"ab726941-765f-4e5e-b6c9-2d51b652e841_00Ontology.owl_functional.owl_1_2386_7312.owl","1944.0","5330","1.3782820705176293","2","1.1507533117677478","0.058823529411764705","2017","0","0","0.06666666666666667","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","5296","0.8823529411764706","9","30","73.23529411764706","2451","2490","1.088235294117647","3","37","0.0","0","0","1.0294117647058822","3","35","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","2","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","2","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_e832f5d2-5523-486a-ba06-ea4b1726d2a9_toplankton.owl_functional.owl","103.0","627","1.0125786163522013","9","0.2650421423678934","0.391304347826087","8","9","0","0.5294117647058824","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","604","0.7391304347826086","4","17","27.391304347826086","583","630","1.7391304347826086","3","40","0.0","0","0","1.3478260869565217","2","31","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","9","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","9","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
"approximated_570d94a7-ca42-4f6d-a22d-1e7bf90e34cc_ll030210RL.owl_functional.owl_1_251_1946.owl","452.0","1339","1.6261818181818182","37","2.3522440309986306","0.25","861","35","0","0.25547445255474455","0.0","0.0","0","0","0","0","0","0","0","0","0.993006993006993","0.9927007299270073","0","0.0","173","0","0","1113","0.9513888888888888","21","137","8.354166666666666","202","1203","1.5069444444444444","3","217","0.0","0","0","1.25","2","180","1","0.0278","0","0.0000","0","0.0000","0","0.0000","0","0.0000","35","0.9722","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","118","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","74","0","0","0","0","0","0","0.0","1.0"
"approximated_USDA_sr25_NF0_20.owl_functional.owl_1_847_4365.owl","1525.0","4233","1.03756201275691","0","0.5577208477489","0.0","159","0","0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","1.0","1.0","0","0.0","0","0","0","4057","0.8928571428571429","25","25","135.0","423","3780","0.9642857142857143","1","27","0.0","0","0","0.9642857142857143","1","27","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","148","1.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0","0","0","0","0","0","0.0","0.0"
