Ontology	TCCA	AVG_CCA	MAX_CCA	MIN_CCA	STD_CCA	ENT_CCA	TWCCA	AVG_WCCA	MAX_WCCA	MIN_WCCA	STD_WCCA	ENT_WCCA	TCCA_WO	AVG_CCA_WO	MAX_CCA_WO	MIN_CCA_WO	STD_CCA_WO	ENT_CCA_WO	TWCCA_WO	AVG_WCCA_WO	MAX_WCCA_WO	MIN_WCCA_WO	STD_WCCA_WO	ENT_WCCA_WO	TOPCA	AVG_OPCA	MAX_OPCA	MIN_OPCA	STD_OPCA	ENT_OPCA	TWOPCA	AVG_WOPCA	MAX_WOPCA	MIN_WOPCA	STD_WOPCA	ENT_WOPCA	TDPCA	AVG_DPCA	MAX_DPCA	MIN_DPCA	STD_DPCA	ENT_DPCA	TWDPCA	AVG_WDPCA	MAX_WDPCA	MIN_WDPCA	STD_WDPCA	ENT_WDPCA
ab726941-765f-4e5e-b6c9-2d51b652e841_00Ontology.owl_functional.owl_1_2386_7312.owl	67.33333333333333	1.980392156862745	5.333333333333333	1.0	0.6663782536457421	5.020572744463998	13153.333333333332	386.86274509803917	13077.333333333332	1.0	2209.127778842272	0.0793514730591181	36.0	1.0588235294117647	2.0	1.0	0.2352941176470589	5.058813890331199	2494.0	73.3529411764706	2452.0	1.0	414.06982093482344	0.20579933039424111	2.0	1.0	1.0	1.0	0.0	1.0	4856.0	2428.0	2429.0	2427.0	1.0	0.9999998776378243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_e832f5d2-5523-486a-ba06-ea4b1726d2a9_toplankton.owl_functional.owl	58.0	2.5217391304347827	4.0	1.0	1.246545320594039	4.340739615817229	1258.0	54.69565217391305	1160.0	1.0	235.69904074302755	0.697076677230959	32.0	1.391304347826087	2.0	1.0	0.48804226784007926	4.4375	636.0	27.652173913043477	580.0	1.0	117.78706236463961	0.777502058858124	9.0	1.0	1.0	1.0	0.0	3.169925001442312	9.0	1.0	1.0	1.0	0.0	3.169925001442312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_570d94a7-ca42-4f6d-a22d-1e7bf90e34cc_ll030210RL.owl_functional.owl_1_251_1946.owl	350.0	2.4475524475524475	4.0	1.0	0.9212208506329321	7.064040326105672	2261.0	15.811188811188812	394.0	1.0	45.155667201414566	5.0776286158425386	178.0	1.2447552447552448	2.0	1.0	0.42994199018012325	7.082475004000092	1209.0	8.454545454545455	197.0	1.0	23.774208059351466	5.058134690389753	192.0	1.6271186440677967	2.0	1.0	0.4835709361927832	6.81412916738783	1280.0	10.847457627118644	340.0	1.0	42.0281639062778	3.896666375609673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_USDA_sr25_NF0_20.owl_functional.owl_1_847_4365.owl	54.0	1.8620689655172413	2.0	1.0	0.3448275862068966	4.828961576237545	7528.0	259.58620689655174	848.0	1.0	242.6047611951956	4.158630765600361	29.0	1.0	1.0	1.0	0.0	4.857980995127571	3784.0	130.48275862068965	424.0	1.0	120.70728935211345	4.176322081305941	148.0	1.0	1.0	1.0	0.0	7.209453365628947	758.0	5.121621621621622	611.0	1.0	49.972006407561516	2.105866101285553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_6a7bc509-ae87-4a44-bcf9-6abbcce71d34_a_20110127.owl_functional.owl_1_144_1064.owl	329.66666666666674	3.1100628930817615	6.666666666666667	1.0	1.388573992228544	6.575077551042238	827.6666666666665	7.80817610062893	140.0	1.0	22.451435971370188	4.939356542944827	167.66666666666669	1.5817610062893084	2.6666666666666665	1.0	0.5281614817917565	6.644599640395783	662.6666666666666	6.251572327044025	140.0	1.0	22.73121641782215	4.158042362431644	79.0	1.1791044776119404	3.0	1.0	0.42056724786881705	5.990427741820605	648.0	9.671641791044776	151.0	1.0	30.200517965164497	3.4281319178740444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5385c20a-b696-43db-b6dd-3c548f7ae2ba_onto.rdf_functional.owl_1_1_115.owl	52.0	1.7333333333333334	2.0	1.0	0.44221663871405337	4.854285871987247	121.0	4.033333333333333	30.0	1.0	5.431287958568289	4.181294494418698	30.0	1.0	1.0	1.0	0.0	4.906890595608519	83.0	2.7666666666666666	30.0	1.0	5.264239947249956	3.80900141473159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	1.0	1.0	0.0	2.584962500721156	68.0	11.333333333333334	30.0	2.0	12.853879656439226	1.6927120437633012	
42b54620-6ea6-4751-9938-5c4090770371_ifiedBases.owl_functional.owl	102.0	1.9615384615384615	4.0	1.0	0.3903419832727777	5.6724253419715005	1433.0	27.557692307692307	1008.0	1.0	141.34769099111847	1.8429953660947616	54.0	1.0384615384615385	2.0	1.0	0.1923076923076923	5.680813428089393	476.0	9.153846153846153	252.0	1.0	37.96070063762535	2.5784419582450195	4.0	1.3333333333333333	2.0	1.0	0.4714045207910317	1.5	141.0	47.0	119.0	6.0	51.07510809255979	0.7566216443280687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_644356e7-d943-407a-8f82-dc36816cd023_DP1.26.owl_functional.owl_1_75_542.owl	56.0	1.0566037735849056	2.0	1.0	0.23108393799841304	5.70021206491475	627.0	11.830188679245284	90.0	1.0	16.123036196412116	4.890819855299416	53.0	1.0	1.0	1.0	0.0	5.727920454563195	595.0	11.226415094339623	90.0	1.0	15.882399787107364	4.874603450210966	3.0	1.5	2.0	1.0	0.5	0.9182958340544896	3.0	1.5	2.0	1.0	0.5	0.9182958340544896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_b029d4e0-be47-42f6-8112-0803844138ec_universe.owl_functional.owl_1_68_1266.owl	503.6666666666667	3.109053497942387	6.0	1.0	1.2165019037846323	7.227472357748654	2171.6666666666665	13.405349794238683	374.0	1.0	40.90456488180541	5.42943838876845	240.33333333333334	1.4835390946502058	3.0	1.0	0.6142483659367528	7.223883828351849	1060.3333333333333	6.545267489711934	187.0	1.0	20.47966491752763	5.35742963733957	100.0	1.9607843137254901	4.0	1.0	1.0657002542510734	5.476307314753092	1769.0	34.68627450980392	712.0	1.0	136.95805715420346	2.2344700592571507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
approximated_e35b3542-7a59-4ca0-9e1d-b6551f86036b_Countries.owl_functional.owl	99.0	3.413793103448276	4.0	1.0	1.0672956924511836	4.7707707614937505	1163.0	40.10344827586207	484.0	1.0	113.18381291223037	2.240356659588884	46.0	1.5862068965517242	2.0	1.0	0.4925123054167482	4.784431521274403	531.0	18.310344827586206	242.0	1.0	55.46238454917975	2.101659755471977	22.0	1.0	1.0	1.0	0.0	4.459431618637295	310.0	14.090909090909092	242.0	1.0	50.489340991134036	1.306933516968414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
